"SUMMARY"
"Policy Id","Policy Title","Policy Locking","Policy Modified","Policy Last Evaluated","Asset Groups","IPs","Asset Tags","PC Agent IPs","Technologies","Controls","Assets","Control Instances","Passed","Failures","Error","Approved Exceptions","Pending Exceptions"
"6316727","CIS Benchmark for Oracle Linux 9, v2.0.0 [Automated and Manual, Level 1 and Level 2] v.7.0","Locked","12/18/2025 at 12:47:26 (GMT+0000)","01/19/2026 at 20:05:22 (GMT+0000)","OEL 9.4 - for Compliance scan","","","No","Oracle Enterprise Linux 9.x","695","1","695","655(94.24%)","40(5.76%)","0","0","0"
Control Statistics (Percentage of Hosts Passed per Control)
"Order","Control ID","Deprecated","Statement","Criticality Label","Criticality Value","Percentage"
3.28,28658,0,"Status of net.ipv4.conf.all.send_redirects in config files",CRITICAL,4,100% (1 of 1)
3.29,26791,0,"Status of 'net.ipv4.conf.all.send_redirects' specified in '/etc/default/ufw' file",SERIOUS,3,100% (1 of 1)
3.30,5964,0,"Status of the current setting for 'net.ipv4.conf.default.send_redirects' network parameter",CRITICAL,4,100% (1 of 1)
3.31,28665,0,"Status of net.ipv4.conf.default.send_redirects in config files",CRITICAL,4,100% (1 of 1)
3.32,26792,0,"Status of 'net.ipv4.conf.default.send_redirects' specified in '/etc/default/ufw' file",SERIOUS,3,100% (1 of 1)
3.33,6836,0,"Status of the 'icmp_ignore_bogus_error_responses' setting",CRITICAL,4,100% (1 of 1)
3.34,28987,0,"Status of the 'net.ipv4.icmp_ignore_bogus_error_responses' setting configured in '.conf' files under '/etc/sysctl.d/, /run/sysctl.d/, /usr/local/lib/sysctl.d/, /usr/lib/sysctl.d/, /lib/sysctl.d/ and /etc/sysctl.conf file",SERIOUS,3,100% (1 of 1)
3.35,26808,0,"Status of 'net.ipv4.icmp_ignore_bogus_error_responses' specified in '/etc/default/ufw' file",SERIOUS,3,100% (1 of 1)
3.36,5962,0,"Status of the current setting for 'net.ipv4.icmp_echo_ignore_broadcasts' network parameter",CRITICAL,4,100% (1 of 1)
3.37,28659,0,"Status of net.ipv4.icmp_echo_ignore_broadcasts in config files",CRITICAL,4,100% (1 of 1)
3.38,26807,0,"Status of 'net.ipv4.icmp_echo_ignore_broadcasts' specified in '/etc/default/ufw' file",SERIOUS,3,100% (1 of 1)
3.39,5956,0,"Status of the current setting for 'net.ipv4.conf.all.accept_redirects' network parameter",CRITICAL,4,100% (1 of 1)
3.40,28646,0,"Status of the 'net.ipv4.conf.all.accept_redirects' setting within config file on the system",SERIOUS,3,100% (1 of 1)
3.41,26799,0,"Status of 'net.ipv4.conf.all.accept_redirects' specified in '/etc/default/ufw' file",SERIOUS,3,100% (1 of 1)
3.42,5960,0,"Status of the current setting for 'net.ipv4.conf.default.accept_redirects' network parameter",CRITICAL,4,100% (1 of 1)
3.43,28682,0,"Status of net.ipv4.conf.default.accept_redirects in config files.",CRITICAL,4,100% (1 of 1)
3.44,26800,0,"Status of 'net.ipv4.conf.default.accept_redirects' specified in '/etc/default/ufw' file",SERIOUS,3,100% (1 of 1)
3.45,28691,0,"Status of the 'net.ipv6.conf.all.accept_redirects' verified across the system on the host",SERIOUS,3,100% (1 of 1)
3.46,26801,0,"Status of 'net.ipv6.conf.all.accept_redirects' specified in '/etc/default/ufw' file",SERIOUS,3,100% (1 of 1)
3.47,28685,0,"Status of the 'net.ipv6.conf.default.accept_redirects' verified across the system on the host",SERIOUS,3,100% (1 of 1)
3.48,26802,0,"Status of 'net.ipv6.conf.default.accept_redirects' specified in '/etc/default/ufw' file",SERIOUS,3,100% (1 of 1)
3.49,5957,0,"Status of the current setting for 'net.ipv4.conf.all.secure_redirects' network parameter",CRITICAL,4,100% (1 of 1)
3.50,29230,0,"Status of net.ipv4.conf.all.secure_redirects in all config files",SERIOUS,3,100% (1 of 1)
3.51,26804,0,"Status of 'net.ipv4.conf.all.secure_redirects' specified in '/etc/default/ufw' file",SERIOUS,3,100% (1 of 1)
3.52,5961,0,"Status of the current setting for 'net.ipv4.conf.default.secure_redirects' network parameter",CRITICAL,4,100% (1 of 1)
3.53,29231,0,"Status of net.ipv4.conf.default.secure_redirects in all config files",SERIOUS,3,100% (1 of 1)
3.54,26803,0,"Status of 'net.ipv4.conf.default.secure_redirects' specified in '/etc/default/ufw' file",SERIOUS,3,100% (1 of 1)
3.55,7513,0,"Status of the 'net.ipv4.conf.all.rp_filter' sysctl runtime setting",CRITICAL,4,100% (1 of 1)
3.56,28635,0,"Status of the network parameter 'net.ipv4.conf.all.rp_filter' from the config files",SERIOUS,3,100% (1 of 1)
3.57,26809,0,"Status of 'net.ipv4.conf.all.rp_filter' specified in '/etc/default/ufw' file",SERIOUS,3,100% (1 of 1)
3.58,5958,0,"Status of the current setting for 'net.ipv4.conf.default.rp_filter' network parameter",CRITICAL,4,100% (1 of 1)
3.59,28986,0,"Status of the network parameter 'net.ipv4.conf.default.rp_filter' setting configured in '.conf' files under '/etc/sysctl.d/ , /run/sysctl.d/ , /usr/local/lib/sysctl.d/ , /usr/lib/sysctl.d/ , /lib/sysctl.d/ and /etc/sysctl.conf file",CRITICAL,4,0% (0 of 1)
3.60,26810,0,"Status of 'net.ipv4.conf.default.rp_filter' specified in '/etc/default/ufw' file",SERIOUS,3,100% (1 of 1)
3.61,5936,0,"Status of the current setting for 'net.ipv4.conf.all.accept_source_route' network parameter",CRITICAL,4,100% (1 of 1)
3.62,28644,0,"Status of net.ipv4.conf.all.accept_source_route on host (From all Feasible file/location)",CRITICAL,4,100% (1 of 1)
3.63,26796,0,"Status of 'net.ipv4.conf.all.accept_source_route' specified in '/etc/default/ufw' file",SERIOUS,3,100% (1 of 1)
3.64,5959,0,"Status of the current setting for 'net.ipv4.conf.default.accept_source_route' network parameter",CRITICAL,4,100% (1 of 1)
3.65,28645,0,"Status of net.ipv4.conf.default.accept_source_route on host (From all Feasible file/location)",CRITICAL,4,100% (1 of 1)
3.66,26795,0,"Status of 'net.ipv4.conf.default.accept_source_route' specified in '/etc/default/ufw' file",SERIOUS,3,100% (1 of 1)
3.67,28686,0,"Status of the 'net.ipv6.conf.all.accept_source_route' verified across the system on the host",SERIOUS,3,100% (1 of 1)
3.68,26797,0,"Status of 'net.ipv6.conf.all.accept_source_route' specified in '/etc/default/ufw' file",SERIOUS,3,100% (1 of 1)
3.69,28687,0,"Status of the 'net.ipv6.conf.default.accept_source_route' verified across the system on the host",SERIOUS,3,100% (1 of 1)
3.70,26798,0,"Status of 'net.ipv6.conf.default.accept_source_route' specified in '/etc/default/ufw' file",SERIOUS,3,100% (1 of 1)
3.71,5966,0,"Status of the 'net.ipv4.conf.all.log_martians' network parameter",CRITICAL,4,100% (1 of 1)
3.72,28984,0,"Status of the network parameter 'net.ipv4.conf.all.log_martians' setting configured in '.conf' files under '/etc/sysctl.d/ , /run/sysctl.d/ , /usr/local/lib/sysctl.d/ , /usr/lib/sysctl.d/ , /lib/sysctl.d/ and /etc/sysctl.conf file",SERIOUS,3,100% (1 of 1)
3.73,26805,0,"Status of 'net.ipv4.conf.all.log_martians' specified in '/etc/default/ufw' file",SERIOUS,3,100% (1 of 1)
3.74,7464,0,"Status of the network parameter 'net.ipv4.conf.default.log_martians'",CRITICAL,4,100% (1 of 1)
3.75,28985,0,"Status of the 'net.ipv4.conf.default.log_martians' setting configured in '.conf' files under '/etc/sysctl.d/, /run/sysctl.d/, /usr/local/lib/sysctl.d/, /usr/lib/sysctl.d/, /lib/sysctl.d/ and /etc/sysctl.conf file",SERIOUS,3,100% (1 of 1)
3.76,26806,0,"Status of 'net.ipv4.conf.default.log_martians' specified in '/etc/default/ufw' file",SERIOUS,3,100% (1 of 1)
3.77,7096,0,"Status of the current setting for 'net.ipv4.tcp_syncookies' network parameter",MEDIUM,2,100% (1 of 1)
3.78,28983,0,"Status of the network parameter 'net.ipv4.tcp_syncookies' setting configured in '.conf' files under '/etc/sysctl.d/ , /run/sysctl.d/ , /usr/local/lib/sysctl.d/ , /usr/lib/sysctl.d/ , /lib/sysctl.d/ and /etc/sysctl.conf file",SERIOUS,3,100% (1 of 1)
3.79,26811,0,"Status of 'net.ipv4.tcp_syncookies' specified in '/etc/default/ufw' file",SERIOUS,3,100% (1 of 1)
3.80,28689,0,"Status of the 'net.ipv6.conf.all.accept_ra' verified across the system on the host",SERIOUS,3,100% (1 of 1)
3.81,26812,0,"Status of 'net.ipv6.conf.all.accept_ra' specified in '/etc/default/ufw' file",SERIOUS,3,100% (1 of 1)
3.82,28690,0,"Status of the 'net.ipv6.conf.default.accept_ra' verified across the system on the host",SERIOUS,3,100% (1 of 1)
3.83,26813,0,"Status of 'net.ipv6.conf.default.accept_ra' specified in '/etc/default/ufw' file",SERIOUS,3,100% (1 of 1)
4.10,29439,0,"Status of the IPv6 status is disabled",SERIOUS,3,100% (1 of 1)
4.11,29402,0,"Status of the firewalld loopback traffic ('ip6 saddr')",SERIOUS,3,100% (1 of 1)
4.12,17153,0,"Status of input, output and forward base chains present on the host",CRITICAL,4,100% (1 of 1)
4.14,28925,0,"Status of the 'nftables' service and firewall drop policy for input, forward and output base chains in nftables",SERIOUS,3,100% (1 of 1)
4.15,29440,0,"Status of the firewalld loopback traffic is configured",SERIOUS,3,100% (1 of 1)
4.16,29441,0,"Status of the firewalld loopback traffic is configured(IPV6)",SERIOUS,3,100% (1 of 1)
5.10,26879,0,"Status of the 'AllowGroups' setting in /etc/ssh/sshd_config and files included within /etc/ssh/sshd_config with 'Include' parameter",CRITICAL,4,0% (0 of 1)
5.11,26882,0,"Status of the 'DenyUsers' setting in /etc/ssh/sshd_config and files included within /etc/ssh/sshd_config with 'Include' parameter",CRITICAL,4,0% (0 of 1)
5.12,26881,0,"Status of the 'DenyGroups' setting in /etc/ssh/sshd_config and files included within /etc/ssh/sshd_config with 'Include' parameter",CRITICAL,4,0% (0 of 1)
5.13,27228,0,"Status of the 'banner' setting in /etc/ssh/sshd_config and files included within /etc/ssh/sshd_config with 'Include' parameter",SERIOUS,3,100% (1 of 1)
5.14,28588,0,"Status of 'Banner' setting in file '/etc/ssh/sshd_config* ' files",SERIOUS,3,100% (1 of 1)
5.15,29019,0,"Status of the 'ClientAliveInterval' setting in the '/etc/ssh/sshd_config' and '/etc/ssh/sshd_config.d/*.conf' files",CRITICAL,4,100% (1 of 1)
5.16,26785,0,"Status of the 'ClientAliveCountMax' setting in /etc/ssh/sshd_config and files included within /etc/ssh/sshd_config with 'Include' parameter",SERIOUS,3,0% (0 of 1)
5.17,27846,0,"Status of the 'DisableForwarding' setting in '/etc/ssh/sshd_config' file",SERIOUS,3,100% (1 of 1)
5.18,29021,0,"Status of the 'GSSAPIAuthentication' setting in '/etc/ssh/sshd_config' and '/etc/ssh/sshd_config.d/*.conf' files",SERIOUS,3,0% (0 of 1)
5.19,26773,0,"Status of 'HostbasedAuthentication' setting in /etc/ssh/sshd_config and files included within /etc/ssh/sshd_config with 'Include' parameter",CRITICAL,4,100% (1 of 1)
5.20,26776,0,"Status of the 'IgnoreRhosts' setting in /etc/ssh/sshd_config and files included within /etc/ssh/sshd_config with 'Include' parameter",SERIOUS,3,100% (1 of 1)
5.21,26784,0,"Status of the 'LoginGraceTime' setting in /etc/ssh/sshd_config and files included within /etc/ssh/sshd_config with 'Include' parameter",SERIOUS,3,100% (1 of 1)
5.22,26814,0,"Status of the 'loglevel' setting in /etc/ssh/sshd_config and files included within /etc/ssh/sshd_config with 'Include' parameter",CRITICAL,4,0% (0 of 1)
5.23,26782,0,"Status of 'MaxAuthTries' specified in '/etc/ssh/sshd_config.d/*.conf' files",CRITICAL,4,100% (1 of 1)
5.24,26783,0,"Status of 'maxstartups' specified in '/etc/ssh/sshd_config.d/*.conf' files",SERIOUS,3,100% (1 of 1)
5.25,26437,0,"Status of the 'MaxSessions' setting in /etc/ssh/sshd_config and files included within /etc/ssh/sshd_config with 'Include' parameter",SERIOUS,3,100% (1 of 1)
5.26,26774,0,"Status of 'PermitEmptyPasswords' setting in /etc/ssh/sshd_config and files included within /etc/ssh/sshd_config with 'Include' parameter",CRITICAL,4,100% (1 of 1)
5.27,26772,0,"Status of 'PermitRootLogin' specified in '/etc/ssh/sshd_config.d/*.conf' files",CRITICAL,4,0% (0 of 1)
5.28,26775,0,"Status of 'PermitUserEnvironment' setting in /etc/ssh/sshd_config and files included within /etc/ssh/sshd_config with 'Include' parameter",CRITICAL,4,100% (1 of 1)
5.29,26771,0,"Status of 'UsePAM' setting in /etc/ssh/sshd_config and files included within /etc/ssh/sshd_config with 'Include' parameter",CRITICAL,4,100% (1 of 1)
5.30,17125,0,"Status of the 'sudo' package installation on the host",CRITICAL,4,100% (1 of 1)
5.31,17126,0,"Status of the 'use_pty' setting in /etc/sudoers and /etc/sudoers.d/ file",CRITICAL,4,100% (1 of 1)
5.32,29157,0,"Status of 'Defaults !use_pty' setting in /etc/sudoers and /etc/sudoers.d/*",SERIOUS,3,100% (1 of 1)
5.33,17145,0,"Status of the sudo log file on the host",SERIOUS,3,100% (1 of 1)
5.34,29136,0,"Status of the 'NOPASSWD' setting configured in '/etc/sudoers' and within the files mentioned with the 'Include' parameter in this file on the host",CRITICAL,4,100% (1 of 1)
5.35,29134,0,"Status of '!authenticate' setting configured in '/etc/sudoers' and within the files mentioned with the 'Include' parameter in this file on the host",CRITICAL,4,100% (1 of 1)
5.36,29158,0,"Status of the sudo authentication timeout is configured correctly",SERIOUS,3,100% (1 of 1)
5.37,29159,0,"Status of the access to the su command is restricted",CRITICAL,4,0% (0 of 1)
5.38,27073,0,"Status of 'Pam' Satellite Package",MEDIUM,2,100% (1 of 1)
5.39,26414,0,"Status of the 'Authselect' package on the system",SERIOUS,3,100% (1 of 1)
5.40,27541,0,"Status of the 'libpwquality' package on the system",SERIOUS,3,100% (1 of 1)
5.41,29246,0,"Status of 'pam_pwquality.so' in auth-select's active profile configurations (system-auth)",SERIOUS,3,100% (1 of 1)
5.42,29247,0,"Status of 'pam_pwquality.so' in auth-select's active profile configurations (password-auth)",SERIOUS,3,100% (1 of 1)
5.43,29248,0,"Status of 'pam_pwhistory.so' in auth-select's active profile configurations (password-auth)",SERIOUS,3,100% (1 of 1)
5.44,29249,0,"Status of 'pam_pwhistory.so' in auth-select's active profile configurations (system-auth)",SERIOUS,3,100% (1 of 1)
5.45,29244,0,"Status of 'pam_faillock.so' in auth-select's active profile configurations (system-auth)",SERIOUS,3,100% (1 of 1)
5.46,29245,0,"Status of 'pam_faillock.so' in auth-select's active profile configurations (password-auth)",SERIOUS,3,100% (1 of 1)
5.47,29250,0,"Status of 'pam_unix.so' in auth-select's active profile configurations (system-auth)",SERIOUS,3,100% (1 of 1)
5.48,29251,0,"Status of 'pam_unix.so' in auth-select's active profile configurations (password-auth)",SERIOUS,3,100% (1 of 1)
5.49,14796,0,"Status of the 'pam_faillock.so' module in /etc/pam.d/password-auth file",MEDIUM,2,100% (1 of 1)
5.50,14797,0,"Status of the 'pam_faillock.so' module in /etc/pam.d/system-auth file",MEDIUM,2,100% (1 of 1)
5.51,23000,0,"Status of the 'pam_pwquality' module in /etc/pam.d/password-auth file",SERIOUS,3,100% (1 of 1)
5.52,22999,0,"Status of the 'pam_pwquality' module in /etc/pam.d/system-auth file",SERIOUS,3,100% (1 of 1)
5.53,29160,0,"Status of the pam_pwhistory module is enabled in /etc/pam.d/password-auth",SERIOUS,3,100% (1 of 1)
5.54,29161,0,"Status of the pam_pwhistory module is enabled in /etc/pam.d/system-auth",SERIOUS,3,100% (1 of 1)
5.55,21452,0,"Status of the pam_unix module in /etc/pam.d/password-auth",CRITICAL,4,100% (1 of 1)
5.56,21451,0,"Status of the pam_unix module in /etc/pam.d/system-auth",CRITICAL,4,100% (1 of 1)
5.57,20570,0,"Status of 'deny' setting configured in /etc/security/faillock.conf file",SERIOUS,3,100% (1 of 1)
5.58,29258,0,"Status of "deny" setting from /etc/pam.d/system-auth under the "pam_faillock" module.",SERIOUS,3,100% (1 of 1)
5.59,29257,0,"Status of "deny" setting from /etc/pam.d/password-auth under the "pam_faillock" module.",SERIOUS,3,100% (1 of 1)
5.60,20572,0,"Status of 'unlock_time' setting configured in /etc/security/faillock.conf file",SERIOUS,3,100% (1 of 1)
5.61,29259,0,"Status of "unlock_time" setting from /etc/pam.d/system-auth under the "pam_faillock" module",SERIOUS,3,100% (1 of 1)
5.62,29260,0,"Status of "unlock_time" setting from /etc/pam.d/password-auth under the "pam_faillock" module",SERIOUS,3,100% (1 of 1)
5.63,29460,0,"Status of the password failed attempts lockout includes root account",SERIOUS,3,100% (1 of 1)
5.64,29452,0,"Status of the 'root_unlock_time' setting in 'pam_faillock.so' module in /etc/pam.d/system-auth",SERIOUS,3,100% (1 of 1)
5.65,29451,0,"Status of the 'root_unlock_time' setting in 'pam_faillock.so' module in /etc/pam.d/password-auth",SERIOUS,3,100% (1 of 1)
5.66,17694,0,"Status of the 'difok' parameter within '/etc/security/pwquality.conf' and '/etc/security/pwquality.conf.d/*.conf' file(s)",CRITICAL,4,100% (1 of 1)
5.67,29273,0,"Status of "difok" setting from /etc/pam.d/system-auth under the "pam_pwquality" module",SERIOUS,3,100% (1 of 1)
5.68,29274,0,"Status of "difok" setting from /etc/pam.d/password-auth under the "pam_pwquality" module",SERIOUS,3,100% (1 of 1)
5.69,28573,0,"Status of 'minlen' setting in file '/etc/security/pwquality.conf*'",CRITICAL,4,100% (1 of 1)
5.70,29276,0,"Status of "minlen" setting from /etc/pam.d/system-auth under the "pam_pwquality" module",SERIOUS,3,100% (1 of 1)
5.71,29275,0,"Status of "minlen" setting from /etc/pam.d/password-auth under the "pam_pwquality" module",SERIOUS,3,100% (1 of 1)
5.74,28581,0,"Status of 'maxrepeat' setting fetch from /etc/security/pwquality.conf*",SERIOUS,3,100% (1 of 1)
5.75,29278,0,"Status of "maxrepeat" setting from /etc/pam.d/system-auth under the "pam_pwquality" module",SERIOUS,3,100% (1 of 1)
5.76,29277,0,"Status of "maxrepeat" setting from /etc/pam.d/password-auth under the "pam_pwquality" module",SERIOUS,3,100% (1 of 1)
5.77,29535,0,"Status of 'maxsequence' setting fetch from /etc/security/pwquality.conf and /etc/security/pwquality.conf.d/*.conf files",SERIOUS,3,100% (1 of 1)
5.78,29279,0,"Status of "maxsequence" setting from /etc/pam.d/system-auth under the "pam_pwquality" module",SERIOUS,3,100% (1 of 1)
5.79,29280,0,"Status of "maxsequence" setting from /etc/pam.d/password-auth under the "pam_pwquality" module",SERIOUS,3,100% (1 of 1)
5.80,17697,0,"Status of the 'dictcheck' parameter within '/etc/security/pwquality.conf' and '/etc/security/pwquality.conf.d/*.conf' file(s)",URGENT,5,100% (1 of 1)
5.81,29281,0,"Status of "dictcheck" setting from /etc/pam.d/system-auth under the "pam_pwquality" module",SERIOUS,3,100% (1 of 1)
5.82,29282,0,"Status of "dictcheck" setting from /etc/pam.d/password-auth under the "pam_pwquality" module",SERIOUS,3,100% (1 of 1)
5.83,27203,0,"Status of 'enforce_for_root' setting in '/etc/security/pwquality.conf and etc/security/pwquality.conf.d/*.conf' files",SERIOUS,3,100% (1 of 1)
5.84,29449,0,"Status of the 'remember' in /etc/security/pwhistory.conf",SERIOUS,3,0% (0 of 1)
5.85,28409,0,"Status of the "remember" argument in /etc/pam.d/system-auth",SERIOUS,3,0% (0 of 1)
5.86,28408,0,"Status of the "remember" argument in /etc/pam.d/password-auth",SERIOUS,3,0% (0 of 1)
5.87,29450,0,"Status of 'enforce_for_root' specified in '/etc/security/pwhistory.conf' file",SERIOUS,3,100% (1 of 1)
5.88,28818,0,"Status of 'use_authtok' on 'pam_pwhistory.so' module in '/etc/pam.d/password-auth' file on host",SERIOUS,3,100% (1 of 1)
5.89,28819,0,"Status of 'use_authtok' on 'pam_pwhistory.so' module in '/etc/pam.d/system-auth' file on host",SERIOUS,3,100% (1 of 1)
5.90,11414,0,"Status of the setting 'nullok' in the file /etc/pam.d/system-auth",URGENT,5,100% (1 of 1)
5.91,28548,0,"Status of logons with empty passwords nullok in /etc/pam.d/Password-auth",URGENT,5,100% (1 of 1)
5.92,2741,0,"Status of the password history setting (remember)",CRITICAL,4,100% (1 of 1)
5.93,10668,0,"Status of the 'remember' option within '/etc/pam.d/password-auth'",CRITICAL,4,100% (1 of 1)
5.94,29223,0,"Status of sha512 or yescrypt for pam_unix.so in /etc/pam.d/password-auth",SERIOUS,3,100% (1 of 1)
5.95,29224,0,"Status of sha512 or yescrypt for pam_unix.so in /etc/pam.d/system-auth",SERIOUS,3,100% (1 of 1)
5.96,27075,0,"status of 'use_authtok' on pam_unix.so for password stack in /etc/pam.d/system-auth",SERIOUS,3,100% (1 of 1)
5.97,27074,0,"status of 'use_authtok' on pam_unix.so for password stack in /etc/pam.d/password-auth",SERIOUS,3,100% (1 of 1)
5.98,1073,0,"Status of the 'Maximum Password Age' setting (expiration) / Accounts having the 'password never expires' flag set",URGENT,5,100% (1 of 1)
5.99,29162,0,"Status of the login-enabled user accounts and hashed password set in /etc/shadow with maximum password age",SERIOUS,3,0% (0 of 1)
6.16,29445,0,"Status of rsyslog and systemd-journald services",SERIOUS,3,0% (0 of 1)
6.17,18983,0,"Status of the rsyslog service (using systemctl)",CRITICAL,4,100% (1 of 1)
6.18,9335,0,"Status of the rsyslog service",CRITICAL,4,100% (1 of 1)
6.19,23776,0,"Status of 'systemd-journal-remote' package on the system",SERIOUS,3,100% (1 of 1)
6.24,23777,0,"Status of 'systemd-journal-upload' service",CRITICAL,4,0% (0 of 1)
6.25,29444,0,"Status of the systemd-journal-remote is active(systemd-journal-upload.service)",SERIOUS,3,0% (0 of 1)
6.26,23778,0,"Status of 'systemd-journal-remote.socket' service",CRITICAL,4,100% (1 of 1)
6.27,27795,0,"Status of systemd-journal-remote.socket using systemctl",SERIOUS,3,100% (1 of 1)
